iter	Passed	Remaining
401	13237	19690
402	13272	19662
403	13308	19632
404	13325	19577
405	13359	19545
406	13393	19514
407	13422	19476
408	13456	19444
409	13490	19413
410	13523	19380
411	13556	19347
412	13588	19313
413	13621	19281
414	13640	19228
415	13676	19199
416	13712	19171
417	13724	19109
418	13761	19082
419	13796	19052
420	13819	19005
421	13853	18974
422	13887	18943
423	13921	18912
424	13956	18882
425	13993	18854
426	14026	18822
427	14059	18790
428	14093	18759
429	14129	18730
430	14164	18699
431	14191	18659
432	14224	18625
433	14258	18594
434	14291	18562
435	14328	18535
436	14362	18503
437	14398	18474
438	14434	18446
439	14468	18414
440	14500	18380
441	14536	18351
442	14572	18321
443	14605	18290
444	14639	18258
445	14673	18227
446	14707	18195
447	14743	18165
448	14779	18136
449	14814	18106
450	14848	18075
451	14889	18051
452	14924	18021
453	14959	17990
454	14994	17960
455	15027	17927
456	15060	17895
457	15096	17864
458	15131	17834
459	15164	17801
460	15199	17771
461	15234	17740
462	15269	17710
463	15302	17677
464	15336	17645
465	15372	17615
466	15407	17584
467	15442	17554
468	15477	17523
469	15511	17491
470	15545	17459
471	15580	17429
472	15616	17399
473	15650	17367
474	15685	17336
475	15720	17305
476	15755	17274
477	15792	17245
478	15828	17216
479	15862	17184
480	15897	17153
481	15931	17121
482	15962	17086
483	15998	17055
484	16034	17026
485	16069	16995
486	16102	16962
487	16138	16932
488	16174	16901
489	16209	16870
490	16243	16839
491	16277	16807
492	16325	16788
493	16358	16755
494	16391	16722
495	16426	16691
496	16461	16659
497	16495	16627
498	16529	16595
499	16564	16564
500	16599	16533
501	16633	16501
502	16667	16468
503	16702	16437
504	16737	16406
505	16772	16374
506	16806	16341
507	16843	16312
508	16877	16280
509	16911	16247
510	16946	16216
511	16979	16183
512	17014	16152
513	17048	16119
514	17083	16088
515	17117	16055
516	17153	16025
517	17187	15992
518	17222	15961
519	17256	15929
520	17290	15896
521	17323	15863
522	17358	15831
523	17391	15798
524	17423	15764
525	17459	15733
526	17493	15701
527	17527	15668
528	17562	15637
529	17598	15605
530	17632	15573
531	17666	15541
532	17700	15508
533	17736	15477
534	17770	15445
535	17804	15412
536	17841	15383
537	17877	15352
538	17913	15321
539	17947	15288
540	17981	15255
541	18014	15222
542	18048	15189
543	18081	15156
544	18115	15124
545	18151	15092
546	18188	15062
547	18221	15029
548	18257	14998
549	18291	14965
550	18324	14932
551	18359	14900
552	18392	14867
553	18427	14834
554	18460	14801
555	18495	14769
556	18527	14735
557	18560	14702
558	18595	14669
559	18629	14637
560	18664	14605
561	18698	14572
562	18731	14539
563	18766	14507
564	18802	14476
565	18837	14444
566	18874	14413
567	18908	14381
568	18943	14348
569	18976	14315
570	19012	14284
571	19046	14251
572	19096	14231
573	19131	14198
574	19164	14165
575	19198	14132
576	19231	14098
577	19266	14066
578	19301	14034
579	19334	14000
580	19368	13967
581	19402	13934
582	19436	13902
583	19470	13869
584	19505	13837
585	19539	13804
586	19572	13770
587	19606	13737
588	19640	13705
589	19674	13671
590	19708	13639
591	19741	13605
592	19777	13574
593	19811	13541
594	19845	13508
595	19881	13476
596	19915	13443
597	19949	13410
598	19981	13376
599	20016	13344
600	20051	13312
601	20084	13278
602	20121	13247
603	20156	13215
604	20191	13182
605	20224	13149
606	20258	13116
607	20293	13084
608	20328	13051
609	20362	13018
610	20397	12986
611	20432	12953
612	20465	12920
613	20498	12886
614	20531	12853
615	20565	12819
616	20599	12786
617	20633	12754
618	20667	12720
619	20701	12687
620	20735	12654
621	20769	12622
622	20804	12589
623	20838	12556
624	20873	12523
625	20909	12492
626	20943	12459
627	20981	12428
628	21016	12395
629	21049	12362
630	21083	12329
631	21120	12297
632	21154	12265
633	21189	12232
634	21223	12199
635	21258	12166
636	21292	12133
637	21327	12101
638	21359	12067
639	21393	12033
640	21429	12001
641	21462	11968
642	21497	11935
643	21533	11903
644	21566	11870
645	21600	11836
646	21634	11803
647	21669	11770
648	21703	11738
649	21737	11704
650	21770	11671
651	21802	11636
652	21835	11603
653	21867	11569
654	21901	11535
655	21950	11510
656	21986	11478
657	22021	11445
658	22058	11414
659	22095	11382
660	22131	11350
661	22165	11317
662	22200	11284
663	22232	11250
664	22267	11217
665	22302	11184
666	22335	11150
667	22368	11117
668	22403	11084
669	22436	11050
670	22469	11016
671	22503	10983
672	22539	10951
673	22577	10920
674	22614	10888
675	22649	10855
676	22684	10822
677	22718	10789
678	22752	10756
679	22786	10722
680	22821	10690
681	22854	10656
682	22886	10622
683	22923	10590
684	22961	10558
685	22994	10525
686	23027	10491
687	23068	10461
688	23108	10430
689	23144	10398
690	23180	10365
691	23215	10332
692	23248	10299
693	23282	10265
694	23316	10232
695	23352	10199
696	23387	10166
697	23420	10133
698	23453	10099
699	23487	10066
700	23523	10033
701	23557	10000
702	23593	9967
703	23626	9933
704	23658	9899
705	23694	9867
706	23729	9834
707	23764	9801
708	23798	9767
709	23832	9734
710	23865	9700
711	23898	9666
712	23933	9633
713	23969	9601
714	24002	9567
715	24037	9534
716	24072	9501
717	24106	9468
718	24142	9435
719	24176	9401
720	24212	9369
721	24245	9335
722	24278	9301
723	24313	9268
724	24348	9235
725	24385	9203
726	24419	9169
727	24453	9136
728	24489	9103
729	24524	9070
730	24559	9037
731	24593	9004
732	24628	8970
733	24663	8938
734	24696	8904
735	24730	8870
736	24767	8838
737	24803	8805
738	24837	8772
739	24873	8739
740	24912	8707
741	24950	8675
742	24986	8642
743	25024	8610
744	25058	8576
745	25093	8543
746	25128	8510
747	25162	8477
748	25196	8443
749	25229	8409
750	25261	8375
751	25296	8342
752	25331	8309
753	25365	8275
754	25400	8242
755	25434	8208
756	25465	8174
757	25500	8141
758	25534	8107
759	25566	8073
760	25600	8040
761	25633	8006
762	25668	7972
763	25702	7939
764	25737	7906
765	25770	7872
766	25804	7838
767	25837	7805
768	25871	7771
769	25905	7738
770	25939	7704
771	25974	7671
772	26010	7638
773	26045	7605
774	26079	7571
775	26113	7537
776	26146	7504
777	26182	7470
778	26215	7437
779	26250	7403
780	26282	7369
781	26321	7337
782	26356	7304
783	26392	7271
784	26427	7238
785	26461	7204
786	26496	7171
787	26531	7137
788	26567	7104
789	26602	7071
790	26637	7038
791	26670	7004
792	26703	6970
793	26737	6937
794	26772	6903
795	26807	6870
796	26841	6836
797	26875	6803
798	26909	6769
799	26943	6735
800	26977	6702
801	27011	6668
802	27047	6635
803	27080	6601
804	27117	6568
805	27152	6535
806	27184	6501
807	27219	6468
808	27253	6434
809	27287	6400
810	27320	6366
811	27355	6333
812	27388	6299
813	27420	6265
814	27456	6232
815	27490	6198
816	27523	6164
817	27557	6131
818	27591	6097
819	27625	6064
820	27659	6030
821	27694	5997
822	27728	5963
823	27763	5930
824	27796	5896
825	27829	5862
826	27862	5828
827	27896	5795
828	27929	5761
829	27963	5727
830	27996	5693
831	28031	5660
832	28066	5626
833	28099	5593
834	28135	5559
835	28170	5526
836	28206	5492
837	28240	5459
838	28273	5425
839	28308	5392
840	28343	5358
841	28385	5326
842	28424	5293
843	28458	5260
844	28497	5227
845	28540	5195
846	28583	5163
847	28636	5132
848	28682	5101
849	28722	5068
850	28763	5036
851	28813	5005
852	28853	4972
853	28892	4939
854	28940	4908
855	28982	4875
856	29022	4842
857	29061	4809
858	29106	4777
859	29170	4748
