iter	Logloss
588	0.3664567988
589	0.3663233614
590	0.366259786
591	0.3660853798
592	0.3660627697
593	0.3660199493
594	0.366001289
595	0.3658430849
596	0.3657452493
597	0.3657156666
598	0.3656262495
599	0.365564172
600	0.3654021983
601	0.3653637731
602	0.3653423738
603	0.3651798952
604	0.3651267372
605	0.365077259
606	0.3649741595
607	0.3649094348
608	0.364843389
609	0.3645595158
610	0.3645071587
611	0.3644114654
612	0.3643855937
613	0.3643219048
614	0.3641431723
615	0.3639715455
616	0.3639209596
617	0.3638612478
618	0.3638095336
619	0.3637800182
620	0.3637526843
621	0.3637254679
622	0.3636973404
623	0.3636297054
624	0.3636100282
625	0.3635385049
626	0.3635206272
627	0.3634300616
628	0.3633657482
629	0.3632955805
630	0.3630916201
631	0.3629934152
632	0.3628240592
633	0.3627541712
634	0.3626665141
635	0.3625919737
636	0.3625661983
637	0.3624603362
638	0.3624332695
639	0.3622918092
640	0.3620844011
641	0.3620237959
642	0.3619687648
643	0.3618873997
644	0.3617414271
645	0.3615969358
646	0.361511837
647	0.3614539511
648	0.3613982484
649	0.3613360372
650	0.361319653
651	0.3612966451
652	0.3612366592
653	0.3611471259
654	0.361032682
655	0.3610119528
656	0.3609526596
657	0.3608356199
658	0.3608087374
659	0.3607418728
660	0.3607110963
661	0.3605821546
662	0.3605048474
663	0.3604809218
664	0.360317697
665	0.3602662115
666	0.3602444808
667	0.3602061218
668	0.3601905051
669	0.3601308085
670	0.3600853738
671	0.3600688333
672	0.3599608452
673	0.3599151431
674	0.3598614708
675	0.3597884009
676	0.3596814098
677	0.3596338071
678	0.3595413337
679	0.3595345519
680	0.3594534074
681	0.3594275301
682	0.3593819272
683	0.3593235426
684	0.3591661916
685	0.3591092236
686	0.359033123
687	0.3590033162
688	0.3589594121
689	0.3588986979
690	0.3588628426
691	0.358820643
692	0.3587804679
693	0.3587183546
694	0.3586751458
695	0.358619207
696	0.3586048533
697	0.3585010418
698	0.3584850046
699	0.3584403609
700	0.3583540907
701	0.3583082938
702	0.3582626879
703	0.3582295482
704	0.3581101744
705	0.357998452
706	0.3579108235
707	0.3578898219
708	0.3577823339
709	0.357766681
710	0.3577399096
711	0.3576801594
712	0.357629286
713	0.3575409141
714	0.3574265988
715	0.3572993913
716	0.3571768556
717	0.357071565
718	0.3570295123
719	0.3569707982
720	0.3568687667
721	0.3567937402
722	0.3567548001
723	0.3567036173
724	0.3566375724
725	0.3565998074
726	0.3565719651
727	0.3565533071
728	0.3564353875
729	0.356422175
730	0.3563164835
731	0.3563011232
732	0.3562685343
733	0.3562330222
734	0.3561719598
735	0.3561504821
736	0.3560763779
737	0.3560101773
738	0.3559890056
739	0.3558871903
740	0.3558673872
741	0.3558116669
742	0.355753588
743	0.3557103123
744	0.3556683491
745	0.355628099
746	0.3554686612
747	0.3553936567
748	0.355301846
749	0.3552707762
750	0.3551854241
751	0.3550807606
752	0.3550245012
753	0.3550008565
754	0.3548528311
755	0.3547532599
756	0.3546450227
757	0.3545838766
758	0.3545295981
759	0.3543883719
760	0.3543448651
761	0.3543309713
762	0.3542270757
763	0.3541247104
764	0.3540433482
765	0.353983328
766	0.3539223008
767	0.3538954625
768	0.35382237
769	0.3537633816
770	0.3537219733
771	0.3536848873
772	0.3535263529
773	0.3534002312
774	0.3533196785
775	0.3532951009
776	0.3532709877
777	0.3532581182
778	0.3532083172
779	0.3531367603
780	0.3531102225
781	0.3530771807
782	0.3529952873
783	0.3529485306
784	0.3527641662
785	0.3526701734
786	0.3525876825
787	0.3524732815
788	0.3524421586
789	0.3523695482
790	0.3523370122
791	0.3522375464
792	0.3521474907
793	0.3521111978
794	0.3519945154
795	0.3519120296
796	0.351817582
797	0.3517993414
798	0.3517700102
799	0.3516326526
800	0.351569084
801	0.3514994473
802	0.3514268254
803	0.3513967815
804	0.3513283769
805	0.3512714226
806	0.351246949
807	0.3512402757
808	0.3511856218
809	0.3511342257
810	0.3510917301
811	0.3510499128
812	0.3509851244
813	0.3508895794
814	0.3508213441
815	0.3507655379
816	0.3507249822
817	0.350691114
818	0.350607229
819	0.3505523899
820	0.3505238372
821	0.350474028
822	0.3503836299
823	0.3502936246
824	0.3501997051
825	0.3501776938
826	0.3500664689
827	0.3500014224
828	0.3498768076
829	0.3498459462
830	0.349802208
831	0.34971078
832	0.3496902393
833	0.3496409121
834	0.3495662143
835	0.349481784
836	0.3494649208
837	0.3494195295
838	0.349258406
839	0.3491532829
840	0.3490976396
841	0.3490425378
842	0.3488474641
843	0.3488102268
844	0.3487601536
845	0.3487376833
846	0.3487100828
847	0.3486563769
848	0.3485895247
849	0.3485600711
850	0.3484869341
851	0.3484627034
852	0.3484099559
853	0.348368997
854	0.3482806008
855	0.3481945093
856	0.3481700804
857	0.3481243768
858	0.3480343423
859	0.347997902
860	0.3479088069
861	0.3478083075
862	0.3477924786
863	0.3477235964
864	0.3476718081
865	0.3475554289
866	0.3474866074
867	0.3474091358
868	0.3473469915
869	0.3473015627
870	0.3472314662
871	0.3471787815
872	0.3471652979
873	0.3471086742
874	0.347021296
875	0.3469550984
876	0.3469331463
877	0.3468793453
878	0.346857216
879	0.3468057983
880	0.3467521092
881	0.346627329
882	0.3465595011
883	0.3465093318
884	0.3464306132
885	0.3463361943
886	0.3463082992
887	0.3462815294
888	0.3462569985
889	0.3462012181
890	0.3461458886
891	0.3461001665
892	0.3460561855
893	0.3459948339
894	0.3458841661
895	0.3458081748
896	0.3457878022
897	0.3457780494
898	0.345730161
899	0.3456559955
900	0.3455106175
901	0.3454909698
902	0.3454055254
903	0.3453238368
904	0.3452459652
905	0.3451855547
906	0.3451719253
907	0.3451193544
908	0.3449545773
909	0.344909426
910	0.3448525554
911	0.3448063774
912	0.3447815953
913	0.3447329602
914	0.3446742656
915	0.3446136207
916	0.3445298256
917	0.3444951155
918	0.3444265115
919	0.3442926707
920	0.3442673083
921	0.3442035712
922	0.3441444652
923	0.3440767921
924	0.3440529991
925	0.3439095273
926	0.3438640043
927	0.3438162075
928	0.3437960606
929	0.3437636315
930	0.3437082712
931	0.3436061618
932	0.3435348361
933	0.3434907012
934	0.3434452661
935	0.3434051942
936	0.343367581
937	0.3433107482
938	0.3431845026
939	0.3430599618
940	0.3430076361
941	0.3429414584
942	0.3428564092
943	0.3427302361
944	0.3426321734
945	0.3425179932
946	0.3423939249
947	0.3422482404
948	0.3421840596
949	0.34215821
950	0.3421220084
951	0.3420401365
952	0.342013157
953	0.3419084702
954	0.3417911851
955	0.3417250417
956	0.3417126487
957	0.3416575287
958	0.3416181628
959	0.3414936858
960	0.3414109642
961	0.3413101075
962	0.3412858079
963	0.3412148693
964	0.3411939399
965	0.3410932807
966	0.3409840302
967	0.3409267145
968	0.3408881955
969	0.3408558414
970	0.3408123919
971	0.3407598911
972	0.3406370083
973	0.3405024758
974	0.3404866504
975	0.3403517019
976	0.3403162661
977	0.3402716067
978	0.3401964992
979	0.3401272067
980	0.3400842078
981	0.3400723318
982	0.3400244487
983	0.3399172514
984	0.3398557951
985	0.339809773
986	0.3397769195
987	0.3396452892
988	0.3395411041
989	0.3394761745
990	0.3394624232
991	0.3394524009
992	0.3393904778
993	0.3393356846
994	0.3392825942
995	0.339268307
996	0.3391390709
997	0.339120055
998	0.3390436671
999	0.3389851975
